seq,dataset,scan,eic,version,io_method,io_workers,shared_buffers,selectivity_rows,selectivity_pages,timing_cold,numeric
2762,uniform,bitmapscan,16,prefetch-complex,worker,12,32GB,0.013,0.227,24.914,4.15
2763,uniform,bitmapscan,0,prefetch-simple,worker,3,32GB,0.013,0.241,111.71,4.337
2764,uniform,bitmapscan,16,prefetch-simple,sync,3,32GB,1.595,25.154,2800.453,260.509
2765,uniform,indexscan,16,prefetch-complex,worker,12,32GB,0.042,0.759,94.984,7.584
2766,uniform,indexscan,0,master,sync,3,32GB,57.303,100.0,30706.803,5180.85
2767,uniform,indexscan,1,prefetch-complex,worker,3,32GB,27.311,99.657,39475.524,2170.571
2768,uniform,bitmapscan,16,prefetch-simple,worker,12,32GB,0.028,0.502,70.68,6.554
2769,uniform,indexscan,64,master,sync,3,32GB,0.476,8.238,2991.885,48.241
2770,uniform,indexscan,64,prefetch-complex,io_uring,3,32GB,0.006,0.112,13.081,2.209
2771,uniform,bitmapscan,1,prefetch-simple,sync,3,32GB,1.065,17.527,7230.585,157.073
2772,uniform,indexscan,0,prefetch-simple,sync,3,32GB,0.003,0.054,18.653,1.572
2773,uniform,indexscan,0,master,worker,3,32GB,97.303,100.0,33112.175,8811.867
2774,uniform,bitmapscan,64,master,worker,3,32GB,3.599,48.32,3330.977,504.825
2775,uniform,bitmapscan,1,master,worker,3,32GB,57.276,100.0,5523.22,1249.873
2776,uniform,bitmapscan,64,prefetch-complex,worker,3,32GB,57.28,100.0,2933.043,1307.621
2777,uniform,indexscan,64,prefetch-simple,sync,3,32GB,18.219,97.32,8933.417,1454.379
2778,uniform,indexscan,1,master,io_uring,3,32GB,0.001,0.019,9.415,1.213
2779,uniform,indexscan,1,prefetch-complex,sync,3,32GB,18.198,97.303,38326.6,1462.01
2780,uniform,bitmapscan,64,master,worker,12,32GB,0.006,0.114,24.846,2.255
2781,uniform,indexscan,1,master,worker,3,32GB,8.098,78.117,23046.653,760.11
2782,uniform,indexscan,0,prefetch-complex,worker,12,32GB,1.068,17.548,6059.552,109.233
2783,uniform,bitmapscan,0,prefetch-complex,worker,3,32GB,3.602,48.307,10431.83,548.037
2784,uniform,indexscan,16,prefetch-complex,io_uring,3,32GB,0.042,0.755,113.118,6.911
2785,uniform,bitmapscan,0,master,worker,3,32GB,0.009,0.168,56.597,2.967
2786,uniform,indexscan,64,prefetch-simple,sync,3,32GB,0.476,8.243,977.054,44.622
2787,uniform,indexscan,64,prefetch-complex,io_uring,3,32GB,0.003,0.054,7.173,1.664
2788,uniform,bitmapscan,1,master,io_uring,3,32GB,0.042,0.759,416.151,8.279
2789,uniform,bitmapscan,1,prefetch-complex,io_uring,3,32GB,0.003,0.052,26.809,2.15
2790,uniform,indexscan,0,prefetch-simple,sync,3,32GB,3.595,48.229,16534.584,331.423
2791,uniform,indexscan,16,prefetch-complex,io_uring,3,32GB,1.066,17.544,1994.785,96.11
2792,uniform,indexscan,16,prefetch-complex,worker,12,32GB,0.002,0.037,12.124,1.499
2793,uniform,indexscan,16,prefetch-simple,worker,3,32GB,2.399,35.382,4103.529,206.28
2794,uniform,bitmapscan,0,prefetch-simple,io_uring,3,32GB,0.019,0.333,108.531,4.667
2795,uniform,indexscan,1,prefetch-complex,worker,12,32GB,0.006,0.109,63.79,2.352
2796,uniform,indexscan,64,master,worker,3,32GB,87.312,100.0,32004.645,8028.156
2797,uniform,bitmapscan,16,master,worker,3,32GB,1.601,25.19,2183.18,258.711
2798,uniform,indexscan,16,prefetch-complex,io_uring,3,32GB,0.002,0.035,5.85,1.523
2799,uniform,indexscan,1,prefetch-complex,sync,3,32GB,0.71,12.019,5882.033,65.234
2800,uniform,bitmapscan,0,prefetch-simple,worker,12,32GB,8.096,78.084,5927.261,864.225
2801,uniform,bitmapscan,16,prefetch-complex,io_uring,3,32GB,8.095,78.182,2637.957,835.142
2802,uniform,indexscan,64,prefetch-complex,worker,3,32GB,37.284,99.974,10670.026,2964.703
2803,uniform,bitmapscan,0,prefetch-simple,worker,3,32GB,5.384,63.016,11506.722,697.706
2804,uniform,indexscan,1,prefetch-simple,worker,3,32GB,47.275,100.0,41551.611,3748.002
2805,uniform,bitmapscan,0,prefetch-simple,worker,3,32GB,2.39,35.321,8898.019,379.818
2806,uniform,bitmapscan,64,master,io_uring,3,32GB,0.094,1.675,186.334,12.795
2807,uniform,indexscan,1,master,sync,3,32GB,0.027,0.493,182.747,5.134
2808,uniform,bitmapscan,0,master,sync,3,32GB,5.389,63.087,10543.134,692.052
2809,uniform,bitmapscan,16,master,worker,12,32GB,0.142,2.529,263.593,19.308
2810,uniform,indexscan,16,master,sync,3,32GB,0.063,1.131,439.274,8.52
2811,uniform,indexscan,0,master,sync,3,32GB,18.215,97.285,25165.263,1707.822
2812,uniform,indexscan,64,master,worker,3,32GB,77.3,100.0,30949.05,7064.104
2813,uniform,indexscan,0,master,io_uring,3,32GB,1.598,25.16,10230.879,161.539
2814,uniform,indexscan,0,prefetch-simple,worker,12,32GB,47.296,99.999,27918.184,3745.586
2815,uniform,indexscan,16,prefetch-simple,worker,3,32GB,5.392,63.123,7213.999,460.254
2816,uniform,indexscan,0,master,worker,12,32GB,0.008,0.152,53.468,2.548
2817,uniform,indexscan,0,master,io_uring,3,32GB,0.02,0.35,120.677,4.3
2818,uniform,bitmapscan,16,master,io_uring,3,32GB,0.004,0.069,9.528,1.72
2819,uniform,bitmapscan,1,master,sync,3,32GB,18.227,97.337,5880.069,1043.704
2820,uniform,indexscan,0,prefetch-complex,io_uring,3,32GB,2.396,35.365,12882.606,231.597
2821,uniform,indexscan,16,prefetch-simple,sync,3,32GB,0.142,2.53,276.268,16.273
2822,uniform,bitmapscan,64,prefetch-simple,worker,12,32GB,0.214,3.791,450.622,26.6
2823,uniform,indexscan,0,master,io_uring,3,32GB,0.315,5.529,1860.039,32.47
2824,uniform,indexscan,16,prefetch-simple,sync,3,32GB,0.008,0.152,18.309,2.461
2825,uniform,indexscan,16,master,sync,3,32GB,0.711,12.053,4229.403,68.407
2826,uniform,bitmapscan,64,prefetch-complex,sync,3,32GB,0.001,0.017,3.747,1.322
2827,uniform,bitmapscan,0,prefetch-simple,worker,12,32GB,0.141,2.507,807.44,20.459
2828,uniform,indexscan,16,prefetch-complex,worker,12,32GB,1.073,17.658,2088.509,95.113
2829,uniform,indexscan,0,master,worker,3,32GB,37.272,99.976,28331.815,3395.697
2830,uniform,bitmapscan,1,master,worker,3,32GB,5.391,63.07,13419.079,666.293
2831,uniform,bitmapscan,0,prefetch-complex,sync,3,32GB,2.404,35.419,8964.614,383.64
2832,uniform,bitmapscan,16,prefetch-complex,sync,3,32GB,87.299,100.0,3131.961,1402.749
2833,uniform,bitmapscan,1,prefetch-simple,worker,12,32GB,0.019,0.343,171.687,4.613
2834,uniform,indexscan,16,prefetch-simple,worker,3,32GB,0.71,12.043,1558.633,64.6
2835,uniform,bitmapscan,64,master,worker,3,32GB,47.29,99.999,2785.073,1236.512
2836,uniform,indexscan,64,prefetch-simple,worker,3,32GB,0.002,0.035,5.482,1.313
2837,uniform,indexscan,1,master,worker,12,32GB,0.001,0.016,42.901,1.179
2838,uniform,indexscan,16,prefetch-simple,worker,3,32GB,0.094,1.682,182.549,10.515
2839,uniform,bitmapscan,1,prefetch-complex,worker,3,32GB,0.003,0.054,28.531,1.848
2840,uniform,bitmapscan,0,prefetch-simple,worker,3,32GB,1.598,25.174,7382.725,273.939
2841,uniform,bitmapscan,1,prefetch-simple,sync,3,32GB,0.001,0.019,10.047,1.204
2842,uniform,indexscan,16,master,worker,3,32GB,27.313,99.659,26771.553,2530.019
2843,uniform,bitmapscan,16,master,sync,3,32GB,3.586,48.156,3261.339,515.74
2844,uniform,bitmapscan,16,prefetch-complex,worker,3,32GB,18.203,97.296,2682.166,1088.903
2845,uniform,bitmapscan,1,prefetch-complex,sync,3,32GB,0.004,0.08,51.408,2.232
2846,uniform,bitmapscan,0,prefetch-simple,worker,3,32GB,0.042,0.751,257.581,8.454
2847,uniform,bitmapscan,16,master,worker,12,32GB,0.001,0.019,3.65,1.144
2848,uniform,bitmapscan,16,master,io_uring,3,32GB,37.288,99.977,2770.584,1189.615
2849,uniform,bitmapscan,1,prefetch-simple,worker,3,32GB,0.003,0.062,27.575,1.736
2850,uniform,indexscan,16,prefetch-complex,worker,3,32GB,1.061,17.437,1940.874,100.788
2851,uniform,indexscan,1,prefetch-simple,io_uring,3,32GB,0.042,0.747,424.78,6.483
2852,uniform,indexscan,0,master,sync,3,32GB,37.29,99.979,27482.143,3451.985
2853,uniform,indexscan,0,prefetch-simple,io_uring,3,32GB,1.604,25.258,9215.168,163.518
2854,uniform,bitmapscan,16,master,io_uring,3,32GB,0.009,0.165,18.421,2.903
2855,uniform,bitmapscan,0,prefetch-simple,io_uring,3,32GB,0.062,1.117,344.389,9.934
2856,uniform,indexscan,0,prefetch-simple,sync,3,32GB,57.305,100.0,28638.075,4512.346
2857,uniform,indexscan,16,prefetch-simple,worker,3,32GB,0.043,0.767,88.509,6.508
2858,uniform,bitmapscan,1,prefetch-simple,worker,3,32GB,1.068,17.592,7201.878,153.61
2859,uniform,indexscan,16,prefetch-complex,worker,12,32GB,87.305,100.0,14857.03,6779.794
2860,uniform,bitmapscan,16,master,io_uring,3,32GB,0.209,3.691,461.927,27.964
2861,uniform,indexscan,0,master,worker,12,32GB,0.004,0.074,25.256,2.168
2862,uniform,indexscan,64,prefetch-simple,worker,12,32GB,2.409,35.505,3900.143,218.077
2863,uniform,indexscan,1,prefetch-complex,worker,12,32GB,0.013,0.242,143.89,3.875
2864,uniform,bitmapscan,1,prefetch-complex,worker,12,32GB,12.124,90.173,5729.737,994.2
2865,uniform,indexscan,64,prefetch-simple,worker,3,32GB,27.3,99.673,10209.519,2152.34
2866,uniform,indexscan,64,prefetch-simple,worker,12,32GB,97.311,100.0,15609.324,7581.983
2867,uniform,indexscan,0,prefetch-complex,worker,3,32GB,0.019,0.342,112.594,4.289
2868,uniform,bitmapscan,1,prefetch-simple,io_uring,3,32GB,97.301,100.0,5563.09,1325.574
2869,uniform,bitmapscan,16,prefetch-simple,worker,12,32GB,1.609,25.328,2444.715,257.611
2870,uniform,bitmapscan,64,prefetch-complex,io_uring,3,32GB,0.141,2.514,307.29,19.739
2871,uniform,bitmapscan,64,prefetch-complex,io_uring,3,32GB,0.094,1.685,200.332,13.468
2872,uniform,indexscan,64,master,sync,3,32GB,0.014,0.246,88.92,3.412
2873,uniform,indexscan,64,master,sync,3,32GB,0.002,0.038,12.896,1.296
2874,uniform,bitmapscan,16,master,worker,3,32GB,0.213,3.762,424.3,28.795
2875,uniform,indexscan,16,master,worker,3,32GB,0.142,2.518,906.429,16.063
2876,uniform,indexscan,1,master,worker,12,32GB,77.295,100.0,30759.722,7039.943
2877,uniform,bitmapscan,16,master,worker,12,32GB,18.189,97.274,2649.082,1081.238
2878,uniform,bitmapscan,16,prefetch-simple,worker,12,32GB,0.006,0.105,12.369,2.193
2879,uniform,indexscan,0,prefetch-simple,worker,12,32GB,3.594,48.197,16562.083,342.101
2880,uniform,indexscan,0,prefetch-complex,io_uring,3,32GB,97.308,100.0,31375.015,7554.379
2881,uniform,indexscan,0,master,sync,3,32GB,0.043,0.766,243.785,6.652
2882,uniform,bitmapscan,0,prefetch-complex,worker,12,32GB,47.277,99.999,5380.111,1301.149
2883,uniform,indexscan,16,master,worker,12,32GB,0.003,0.054,18.445,1.592
2884,uniform,bitmapscan,1,master,sync,3,32GB,0.003,0.051,22.868,1.659
2885,uniform,bitmapscan,16,prefetch-simple,worker,3,32GB,0.002,0.039,6.498,1.362
2886,uniform,indexscan,0,prefetch-simple,worker,3,32GB,0.062,1.11,381.668,8.293
2887,uniform,indexscan,64,master,io_uring,3,32GB,3.609,48.383,16392.614,336.579
2888,uniform,bitmapscan,16,prefetch-simple,io_uring,3,32GB,0.001,0.018,5.137,1.157
2889,uniform,bitmapscan,16,prefetch-simple,io_uring,3,32GB,0.317,5.543,670.528,39.97
2890,uniform,indexscan,1,prefetch-complex,worker,3,32GB,0.71,12.038,5787.449,64.111
2891,uniform,bitmapscan,0,prefetch-simple,io_uring,3,32GB,67.289,100.0,5201.314,1337.19
2892,uniform,indexscan,0,prefetch-simple,worker,12,32GB,77.303,100.0,30340.419,6082.42
2893,uniform,indexscan,1,prefetch-simple,worker,12,32GB,0.063,1.124,547.866,8.481
2894,uniform,bitmapscan,1,prefetch-simple,io_uring,3,32GB,87.31,100.0,5642.134,1296.783
2895,uniform,bitmapscan,1,master,worker,12,32GB,0.004,0.073,40.507,1.798
2896,uniform,bitmapscan,16,prefetch-simple,worker,3,32GB,0.216,3.832,455.078,26.281
2897,uniform,indexscan,0,prefetch-simple,worker,3,32GB,5.394,63.091,20294.344,476.083
2898,uniform,bitmapscan,1,prefetch-complex,io_uring,3,32GB,5.416,63.367,13352.936,658.808
2899,uniform,bitmapscan,64,prefetch-complex,worker,3,32GB,27.283,99.677,2758.15,1166.789
2900,uniform,indexscan,1,prefetch-simple,sync,3,32GB,0.041,0.734,398.427,6.118
2901,uniform,bitmapscan,16,master,sync,3,32GB,1.072,17.651,1709.313,153.183
2902,uniform,bitmapscan,1,prefetch-complex,worker,3,32GB,77.289,100.0,5538.018,1370.161
2903,uniform,bitmapscan,1,master,worker,3,32GB,0.004,0.07,44.752,1.784
2904,uniform,bitmapscan,64,master,worker,12,32GB,57.302,100.0,2841.234,1248.136
2905,uniform,bitmapscan,1,prefetch-simple,sync,3,32GB,0.013,0.232,106.655,3.841
2906,uniform,bitmapscan,16,prefetch-simple,worker,3,32GB,77.297,100.0,2924.634,1292.612
2907,uniform,indexscan,0,prefetch-complex,io_uring,3,32GB,1.061,17.464,6131.666,103.299
2908,uniform,bitmapscan,64,prefetch-complex,worker,12,32GB,27.289,99.679,2715.553,1187.241
2909,uniform,indexscan,16,prefetch-simple,worker,12,32GB,97.315,100.0,15801.207,7537.809
2910,uniform,bitmapscan,64,prefetch-complex,io_uring,3,32GB,12.131,90.222,2621.311,984.719
2911,uniform,bitmapscan,1,prefetch-complex,io_uring,3,32GB,37.275,99.977,5596.122,1238.5
2912,uniform,indexscan,0,prefetch-complex,io_uring,3,32GB,12.127,90.231,24506.752,1069.483
2913,uniform,indexscan,64,prefetch-complex,io_uring,3,32GB,0.063,1.134,122.411,8.158
2914,uniform,indexscan,0,prefetch-complex,worker,12,32GB,0.042,0.759,245.439,7.224
2915,uniform,indexscan,64,prefetch-complex,worker,12,32GB,0.042,0.752,84.181,6.362
2916,uniform,bitmapscan,16,prefetch-complex,worker,3,32GB,0.027,0.485,62.653,6.367
2917,uniform,indexscan,64,master,worker,3,32GB,0.002,0.036,13.744,1.397
2918,uniform,bitmapscan,1,master,worker,3,32GB,0.019,0.346,164.566,4.65
2919,uniform,bitmapscan,16,master,sync,3,32GB,67.289,100.0,2900.992,1265.283
2920,uniform,bitmapscan,1,prefetch-simple,worker,3,32GB,1.603,25.204,9501.774,262.798
2921,uniform,bitmapscan,1,prefetch-simple,worker,12,32GB,12.143,90.264,5866.435,967.405
2922,uniform,bitmapscan,1,prefetch-simple,io_uring,3,32GB,0.063,1.123,576.861,9.715
2923,uniform,bitmapscan,0,master,worker,12,32GB,27.307,99.67,5088.091,1130.462
2924,uniform,indexscan,1,prefetch-complex,sync,3,32GB,0.006,0.11,88.329,2.488
2925,uniform,indexscan,16,prefetch-simple,worker,3,32GB,0.001,0.018,3.53,1.104
2926,uniform,bitmapscan,16,master,sync,3,32GB,0.002,0.036,5.275,1.452
2927,uniform,indexscan,16,prefetch-simple,io_uring,3,32GB,12.131,90.226,8441.101,1004.768
2928,uniform,indexscan,1,prefetch-complex,sync,3,32GB,0.001,0.021,15.964,1.295
2929,uniform,indexscan,1,prefetch-complex,worker,3,32GB,0.013,0.234,104.058,3.399
2930,uniform,bitmapscan,16,prefetch-complex,worker,3,32GB,0.065,1.159,137.306,10.448
2931,uniform,indexscan,0,master,worker,3,32GB,12.124,90.232,24686.115,1136.147
2932,uniform,indexscan,0,prefetch-complex,worker,3,32GB,0.213,3.764,1458.442,22.923
2933,uniform,indexscan,64,prefetch-complex,worker,12,32GB,47.28,99.999,11525.215,3740.551
2934,uniform,indexscan,1,prefetch-simple,worker,3,32GB,18.188,97.273,38975.768,1456.106
2935,uniform,bitmapscan,1,prefetch-complex,io_uring,3,32GB,0.718,12.165,5704.251,119.095
2936,uniform,indexscan,0,prefetch-complex,worker,12,32GB,8.086,77.994,23635.832,715.34
2937,uniform,bitmapscan,16,prefetch-complex,sync,3,32GB,37.279,99.975,2803.932,1233.233
2938,uniform,bitmapscan,0,master,io_uring,3,32GB,27.313,99.655,5152.295,1177.099
2939,uniform,bitmapscan,16,master,io_uring,3,32GB,97.309,100.0,3092.979,1335.135
2940,uniform,bitmapscan,64,prefetch-simple,sync,3,32GB,0.093,1.667,246.343,13.114
2941,uniform,bitmapscan,0,master,io_uring,3,32GB,87.291,100.0,5381.332,1344.825
2942,uniform,indexscan,16,prefetch-complex,worker,12,32GB,0.009,0.165,18.744,2.758
2943,uniform,bitmapscan,1,prefetch-simple,sync,3,32GB,37.286,99.977,5465.865,1168.692
2944,uniform,bitmapscan,16,prefetch-complex,worker,3,32GB,0.715,12.083,1301.762,114.85
2945,uniform,bitmapscan,64,prefetch-complex,worker,3,32GB,0.018,0.332,39.727,4.487
2946,uniform,bitmapscan,64,prefetch-simple,io_uring,3,32GB,27.28,99.672,2708.767,1125.204
2947,uniform,indexscan,1,master,io_uring,3,32GB,0.002,0.035,11.978,1.437
2948,uniform,indexscan,1,prefetch-simple,sync,3,32GB,0.001,0.02,9.574,1.099
2949,uniform,indexscan,0,prefetch-simple,sync,3,32GB,12.131,90.233,24462.684,1023.356
2950,uniform,indexscan,64,master,worker,12,32GB,1.606,25.27,9074.76,162.195
2951,uniform,indexscan,64,prefetch-complex,worker,12,32GB,0.004,0.068,8.671,1.834
2952,uniform,indexscan,16,prefetch-simple,sync,3,32GB,57.276,100.0,12609.118,4517.723
2953,uniform,indexscan,1,prefetch-complex,io_uring,3,32GB,57.293,100.0,42490.667,4497.424
2954,uniform,indexscan,16,master,io_uring,3,32GB,67.288,100.0,30448.934,6102.495
2955,uniform,bitmapscan,16,prefetch-simple,sync,3,32GB,0.003,0.054,7.154,1.573
2956,uniform,indexscan,1,prefetch-simple,io_uring,3,32GB,12.15,90.258,36655.823,980.49
2957,uniform,bitmapscan,0,prefetch-complex,sync,3,32GB,0.028,0.497,163.891,6.279
2958,uniform,indexscan,64,prefetch-complex,worker,3,32GB,1.6,25.232,2818.146,138.801
2959,uniform,bitmapscan,1,prefetch-simple,worker,12,32GB,0.71,12.023,5489.603,115.965
2960,uniform,indexscan,64,master,worker,12,32GB,87.3,100.0,32002.17,8017.854
2961,uniform,bitmapscan,1,prefetch-complex,sync,3,32GB,0.042,0.756,382.036,7.672
2962,uniform,bitmapscan,64,master,io_uring,3,32GB,1.066,17.531,1839.567,151.494
2963,uniform,bitmapscan,0,prefetch-complex,sync,3,32GB,97.312,100.0,5540.328,1467.301
2964,uniform,indexscan,64,master,worker,3,32GB,0.472,8.164,2962.892,47.512
2965,uniform,indexscan,64,prefetch-complex,sync,3,32GB,1.599,25.217,2750.341,139.973
2966,uniform,bitmapscan,0,master,sync,3,32GB,8.096,78.191,5926.98,850.559
2967,uniform,indexscan,16,prefetch-complex,io_uring,3,32GB,0.028,0.501,84.762,4.936
2968,uniform,bitmapscan,0,master,io_uring,3,32GB,1.066,17.537,5379.251,162.278
2969,uniform,indexscan,1,prefetch-simple,sync,3,32GB,2.408,35.504,17367.967,207.428
2970,uniform,bitmapscan,1,prefetch-complex,worker,12,32GB,37.276,99.977,5495.868,1236.538
2971,uniform,bitmapscan,0,master,worker,3,32GB,0.063,1.138,411.69,10.369
2972,uniform,indexscan,64,master,worker,12,32GB,12.118,90.236,25799.255,1113.383
2973,uniform,bitmapscan,0,master,sync,3,32GB,0.001,0.017,7.097,1.091
2974,uniform,indexscan,64,prefetch-simple,sync,3,32GB,27.296,99.661,10201.422,2174.385
2975,uniform,indexscan,64,prefetch-simple,worker,3,32GB,57.289,100.0,12315.106,4452.978
2976,uniform,indexscan,64,master,io_uring,3,32GB,0.019,0.34,108.563,4.056
2977,uniform,bitmapscan,16,master,io_uring,3,32GB,0.003,0.053,8.513,1.515
2978,uniform,indexscan,1,prefetch-simple,worker,3,32GB,8.101,78.228,33996.563,655.466
2979,uniform,bitmapscan,64,master,worker,12,32GB,47.285,99.999,2817.897,1227.317
2980,uniform,indexscan,1,master,worker,3,32GB,0.475,8.223,2883.996,48.492
2981,uniform,indexscan,64,prefetch-simple,worker,12,32GB,0.475,8.208,993.892,44.214
2982,uniform,bitmapscan,1,master,sync,3,32GB,87.304,100.0,5573.537,1303.815
2983,uniform,bitmapscan,1,prefetch-complex,worker,12,32GB,0.013,0.237,115.898,3.956
2984,uniform,indexscan,0,prefetch-simple,worker,3,32GB,1.066,17.536,6185.538,102.54
2985,uniform,indexscan,64,master,io_uring,3,32GB,47.284,99.999,28538.135,4350.967
2986,uniform,indexscan,16,prefetch-simple,io_uring,3,32GB,0.002,0.033,4.91,1.282
2987,uniform,indexscan,1,master,sync,3,32GB,0.003,0.055,24.462,1.634
2988,uniform,bitmapscan,64,prefetch-simple,worker,3,32GB,27.306,99.658,2710.845,1119.795
2989,uniform,indexscan,1,prefetch-simple,sync,3,32GB,37.275,99.977,40155.801,2918.237
2990,uniform,bitmapscan,16,master,sync,3,32GB,0.003,0.055,7.718,1.555
2991,uniform,bitmapscan,1,prefetch-complex,worker,12,32GB,1.597,25.191,9696.664,255.581
2992,uniform,indexscan,0,master,worker,3,32GB,0.009,0.16,61.211,2.802
2993,uniform,indexscan,0,master,worker,3,32GB,27.315,99.657,26474.415,2478.171
2994,uniform,bitmapscan,0,prefetch-complex,worker,3,32GB,0.475,8.225,2690.308,63.765
2995,uniform,bitmapscan,64,prefetch-complex,io_uring,3,32GB,47.292,99.999,2820.75,1273.759
2996,uniform,indexscan,16,prefetch-complex,sync,3,32GB,0.003,0.05,6.669,1.681
2997,uniform,indexscan,0,prefetch-simple,io_uring,3,32GB,47.279,99.999,27601.162,3713.052
2998,uniform,bitmapscan,1,master,sync,3,32GB,2.401,35.388,11782.096,353.627
2999,uniform,indexscan,0,prefetch-simple,worker,12,32GB,0.095,1.697,621.915,11.752
3000,uniform,indexscan,1,prefetch-simple,worker,12,32GB,18.199,97.306,38158.36,1454.186
3001,uniform,bitmapscan,1,master,worker,12,32GB,0.142,2.528,1198.813,19.663
3002,uniform,bitmapscan,0,prefetch-complex,sync,3,32GB,0.009,0.167,67.085,3.269
3003,uniform,indexscan,1,prefetch-complex,worker,12,32GB,2.399,35.421,17246.246,203.351
3004,uniform,indexscan,1,master,io_uring,3,32GB,0.474,8.199,3060.137,50.382
3005,uniform,bitmapscan,64,prefetch-simple,worker,3,32GB,0.004,0.076,9.424,1.912
3006,uniform,indexscan,16,master,worker,3,32GB,1.607,25.28,8782.529,150.268
3007,uniform,indexscan,64,prefetch-complex,worker,12,32GB,0.094,1.68,201.452,11.275
3008,uniform,indexscan,16,prefetch-complex,io_uring,3,32GB,77.299,100.0,13978.837,6133.062
3009,uniform,bitmapscan,1,prefetch-simple,sync,3,32GB,0.042,0.753,383.419,7.544
3010,uniform,bitmapscan,16,master,sync,3,32GB,0.716,12.101,1259.787,116.381
3011,uniform,indexscan,64,prefetch-complex,sync,3,32GB,87.307,100.0,14742.196,6958.055
3012,uniform,bitmapscan,16,prefetch-simple,worker,12,32GB,97.312,100.0,3055.586,1313.294
